,user,item,actual,predicted
76329,33947,16,5,4.751569
76330,553,174,4,4.3470526
76331,28475,373,5,4.3343673
76332,16433,7,5,4.8055983
76333,33829,2,5,3.7746599
76334,38392,5,5,4.5986753
76335,3934,126,5,4.9859266
76336,450,291,3,4.784227
76337,32704,163,5,4.6093874
76338,31819,90,4,4.1591225
76339,24228,59,4,4.6533003
76340,3833,101,4,4.013126
76341,2052,41,4,3.7672858
76342,2788,113,4,4.7361174
76343,23797,1017,5,3.495091
76344,29650,153,3,3.3595076
76345,38162,90,4,4.0001884
76346,12529,135,4,4.2023826
76347,990,15,5,4.7808547
76348,13846,103,2,2.3701766
76349,18384,53,5,4.722763
76350,34803,20,5,4.765686
76351,22660,47,4,4.9975376
76352,39516,29,4,4.673566
76353,31594,51,5,4.8590593
76354,3265,118,5,4.309607
76355,8541,44,5,4.7927284
76356,33331,928,5,3.9387395
76357,3084,881,3,4.161246
76358,1459,2,2,2.3983006
76359,12607,71,5,4.363195
76360,7513,63,5,4.511208
76361,8498,262,5,3.1360521
76362,23397,1009,3,3.3133974
76363,26061,142,4,4.1157146
76364,22887,95,5,3.6839392
76365,14812,172,5,4.81722
76366,28788,103,5,4.0777054
76367,44533,4,5,4.699685
76368,24792,123,4,3.6441584
76369,4132,721,4,4.26348
76370,2670,69,5,4.3245797
76371,24959,81,5,4.3969436
76372,31286,33,4,3.7550316
76373,6611,48,5,4.783954
76374,13581,95,5,4.9110575
76375,18715,220,4,3.4343565
76376,14886,756,4,3.428135
76377,2916,29,1,4.2994847
76378,19892,65,5,4.8555913
76379,30953,975,5,4.4285545
76380,6761,608,3,3.295686
76381,2770,11,2,2.2031922
76382,30938,211,3,4.621416
76383,44599,93,1,2.7609003
76384,5505,75,5,4.195984
76385,4482,134,5,4.989289
76386,26042,7,5,4.776389
76387,8851,300,5,4.3720074
76388,14393,139,3,3.2280626
76389,23985,5,4,4.0476027
76390,5744,103,4,3.957558
76391,11610,139,5,4.062234
76392,28755,738,5,4.295123
76393,36585,227,4,4.998545
76394,12002,867,5,4.691085
76395,34162,9,4,4.387031
76396,2907,2,4,4.984084
76397,5924,155,3,4.1351066
76398,30194,4,5,4.6564856
76399,26535,132,4,4.5960774
76400,41926,56,1,2.6269605
76401,32766,923,5,4.581781
76402,4525,142,5,4.4483585
76403,23057,171,5,4.9978886
76404,42667,96,3,4.054143
76405,32082,132,3,3.0601356
76406,9462,34,3,3.9915645
76407,43050,50,4,4.0748105
76408,36,21,5,4.755423
76409,40326,16,5,4.8100357
76410,35887,129,5,4.428117
76411,44249,20,4,3.5845308
76412,3303,895,4,4.3974357
76413,16194,117,4,4.055716
76414,35671,84,5,4.6314726
76415,11554,128,5,4.343957
76416,9980,3,3,3.4389677
76417,28975,58,5,4.9126015
76418,37498,16,5,4.799457
76419,1770,344,5,4.0111613
76420,42071,768,5,3.6770823
76421,14247,255,1,2.4965243
76422,22485,555,4,2.9990444
76423,30434,48,5,4.9214153
76424,4075,446,5,3.3276048
76425,43100,16,2,2.1850345
76426,44761,95,4,4.124637
76427,3971,34,2,2.5772152
76428,13408,43,5,4.772929
76429,12527,84,4,4.032612
76430,3061,6,5,4.5450587
76431,4039,289,5,3.320482
76432,18199,85,5,4.997599
76433,11098,16,5,4.7981052
76434,2568,145,5,4.8996086
76435,37141,13,5,4.070926
76436,27845,3,5,4.5980935
76437,11995,81,1,2.7994773
76438,31254,40,4,3.9867811
76439,3900,48,4,4.814373
76440,33019,77,5,4.5327682
76441,5756,23,4,4.9989
76442,32256,35,5,4.218903
76443,17755,36,5,4.7011805
76444,10402,39,5,4.994984
76445,10715,43,4,3.0702896
76446,38804,120,5,4.838441
76447,11869,11,5,4.752583
76448,4330,126,5,4.715275
76449,12663,11,4,3.6470559
76450,33952,315,5,3.9030874
76451,29004,37,5,4.8252907
76452,22859,11,5,4.692431
76453,12787,59,5,4.802293
76454,3415,68,5,4.842769
76455,30605,234,3,3.5382476
76456,1260,11,5,4.919135
76457,4818,123,5,4.6823354
76458,24045,246,4,4.0969214
76459,14398,36,5,4.354845
76460,28863,81,4,4.1074343
76461,30440,51,4,3.997374
76462,43309,1,5,4.409393
76463,6692,106,2,4.8761005
76464,3250,462,2,2.5051844
76465,20912,39,5,3.8473744
76466,19279,41,4,3.8238783
76467,36585,113,5,4.998233
76468,37142,29,1,2.070718
76469,1978,181,4,3.9932938
76470,39771,103,5,4.7187324
76471,689,14,5,4.885933
76472,41279,99,5,4.7207756
76473,18922,827,5,3.4392369
76474,42863,17,5,4.7963996
76475,309,192,1,4.0404983
76476,19956,399,5,3.6489453
76477,4653,123,3,3.0661724
76478,36979,127,1,3.189179
76479,40490,96,4,3.8696156
76480,32522,30,4,4.1165047
76481,20035,45,5,4.456498
76482,12937,99,5,4.841572
76483,1675,11,5,4.495229
76484,42084,40,2,3.185058
76485,5912,760,4,4.346019
76486,33550,6,3,3.0016947
76487,2275,88,4,4.158711
76488,31457,113,2,2.9712882
76489,32352,45,4,2.7843788
76490,6932,35,5,4.7285666
76491,37015,946,5,3.8253248
76492,9984,15,4,4.0300293
76493,25712,373,3,2.9810812
76494,42794,16,5,4.680189
76495,27082,8,4,4.0813
76496,3785,46,4,4.8846383
76497,5694,100,4,4.3282886
76498,38396,56,5,4.6360965
76499,20442,17,4,4.049976
76500,1448,6,5,4.8107996
76501,20489,778,3,4.5924973
76502,41032,48,5,4.738099
76503,7502,157,4,4.1170974
76504,194,54,5,4.8146806
76505,44143,5,5,4.6085873
76506,13151,152,3,3.1414285
76507,6497,4,2,2.0451963
76508,6433,52,4,4.747233
76509,43800,12,5,4.482661
76510,39028,223,5,3.6850169
76511,30850,36,3,3.0304482
76512,34513,159,3,3.1166224
76513,37540,113,3,3.10035
76514,5180,168,3,3.02248
76515,8588,188,4,4.317579
76516,34144,84,4,4.555775
76517,8176,120,2,2.3312666
76518,6078,45,5,3.9389434
76519,15370,123,5,4.6486917
76520,30387,99,4,4.0783777
76521,10427,20,4,4.0277257
76522,18498,9,5,4.76092
76523,1187,52,4,4.6683006
76524,2834,120,5,4.92947
76525,3749,39,2,4.9958234
76526,10467,95,5,4.5769305
76527,15242,118,4,3.3822112
76528,21883,110,3,2.999981
76529,39996,142,5,4.14986
76530,15264,5,5,4.670344
76531,36269,105,5,3.9555454
76532,6503,177,2,4.2137856
76533,10227,100,5,4.7689037
76534,18456,695,3,3.8171723
76535,25829,159,5,4.7552357
76536,2932,359,2,2.7905202
76537,3905,175,4,4.4781513
76538,6546,429,4,3.6159534
76539,11742,18,5,4.5803857
76540,27748,77,5,4.505857
76541,20609,1,4,3.893665
76542,2725,113,5,4.853888
76543,26778,133,4,4.397633
76544,18946,183,4,4.311953
76545,8356,41,4,4.578486
76546,14742,69,5,4.988133
76547,30339,84,5,4.608749
76548,22235,9,4,4.0510373
76549,35389,4,3,3.0034628
76550,276,925,5,4.3652472
76551,22017,241,5,4.3631005
76552,2465,227,5,4.1804976
76553,38370,65,4,4.0197763
76554,2803,112,5,4.515332
76555,6031,56,5,3.7606091
76556,6158,64,5,4.9923077
76557,5706,23,1,4.440584
76558,5884,5,5,4.6249814
76559,40868,95,5,4.6047654
76560,36122,2,5,4.7066126
76561,6911,4,5,4.7291393
76562,41098,141,4,4.017022
76563,15150,40,3,3.6874185
76564,34332,8,5,4.5372643
76565,6724,199,5,4.545926
76566,2949,321,1,4.8716993
76567,6225,123,5,3.8083782
76568,38148,69,4,3.998334
76569,5511,61,5,4.535076
76570,33544,54,4,4.0501933
76571,2783,122,5,4.811891
76572,8541,592,4,3.8184907
76573,1436,18,5,4.2911253
76574,18712,39,2,2.3691733
76575,25858,16,4,4.009062
76576,35682,168,5,3.9289718
76577,24637,9,3,2.6876662
76578,38190,62,5,4.7718472
76579,8167,123,3,4.027949
76580,1274,35,3,4.858143
76581,37945,100,5,4.7727795
76582,35098,39,5,4.9147744
76583,25267,17,5,4.45232
76584,729,10,3,3.0354202
76585,5682,189,4,3.3040593
76586,31532,56,5,4.378978
76587,7102,7,3,4.62922
76588,37047,192,4,3.1366131
76589,27331,62,5,4.9082856
76590,35511,121,5,4.3324547
76591,39340,94,5,4.8521442
76592,4722,42,3,3.1054025
76593,38501,100,4,4.057937
76594,23067,19,4,4.840302
76595,22395,106,5,3.2246094
76596,37447,49,5,4.628668
76597,1950,51,5,4.698498
76598,2998,163,5,4.272082
76599,38294,122,5,4.612638
76600,16287,166,5,4.6529145
76601,23514,39,5,4.718373
76602,3812,94,5,4.8761635
76603,9962,56,2,2.0809731
76604,33752,2,5,4.483761
76605,25616,132,5,4.1054883
76606,35882,29,4,4.0801673
76607,2280,12,3,4.0329366
76608,27312,883,4,4.448778
76609,16525,43,5,4.701062
76610,11353,92,4,4.0235987
76611,2892,15,4,4.7194276
76612,4393,424,5,4.747345
76613,21821,287,5,3.7294495
76614,9770,71,3,3.8480213
76615,6374,429,4,3.8248577
76616,31085,113,5,4.815668
76617,43540,103,2,3.0100524
76618,657,162,1,4.929834
76619,34207,129,5,4.258683
76620,4107,111,5,4.1138306
76621,4462,142,1,3.4270167
76622,41724,120,5,4.8040304
76623,14179,114,1,2.7129502
76624,34642,17,5,4.8097444
76625,28271,115,4,4.0603485
76626,6601,924,1,2.7162914
76627,20942,43,3,3.7936697
76628,14858,84,5,4.649063
76629,41561,4,5,4.7044344
76630,6753,123,5,4.1879625
76631,25821,378,3,3.8365765
76632,28519,19,5,4.7984977
76633,24578,49,4,4.0893826
76634,26893,69,4,3.9982266
76635,22524,297,4,3.8834813
76636,28372,75,1,2.689377
76637,3934,108,4,4.5479155
76638,9773,918,4,2.9442348
76639,9022,309,4,4.808215
76640,3909,92,3,4.379594
76641,37896,126,4,3.429365
76642,9770,101,5,3.6771288
76643,4482,288,5,4.823414
76644,21431,78,4,4.028633
76645,42038,70,1,3.6283755
76646,44206,4,4,3.9858606
76647,1958,55,5,3.965087
76648,24912,40,3,4.212056
76649,15085,65,5,4.91445
76650,10468,26,5,4.9484243
76651,10504,94,5,4.631382
76652,44002,56,4,4.083447
76653,13663,41,5,4.678308
76654,2821,110,3,4.8791714
76655,18742,125,5,3.3698704
76656,23295,39,5,4.8830705
76657,3247,53,4,4.916796
76658,3365,85,5,4.8047147
76659,11579,227,5,4.8234673
76660,28121,629,4,3.1528563
76661,3424,102,5,4.581959
76662,9946,19,5,4.8613615
76663,3042,76,1,3.2495701
76664,6495,184,5,4.5574026
76665,10447,55,4,4.451455
76666,5907,106,4,4.48596
76667,3017,152,4,4.0105357
76668,6440,588,4,3.0613275
76669,7875,2,5,4.4960012
76670,20478,20,5,3.4278717
76671,15897,912,5,4.0741744
76672,3348,132,5,3.6582513
76673,25513,113,5,4.812064
76674,38166,15,4,4.041309
76675,7296,324,3,4.0568976
76676,990,35,4,4.7511096
76677,32916,19,5,4.9449663
76678,13600,19,4,4.009238
76679,553,9,5,4.8975663
76680,35394,110,5,4.244309
76681,6231,372,3,3.9442909
76682,16405,64,3,3.1675715
76683,4689,42,5,3.9000545
76684,16015,95,5,4.6079445
76685,3331,309,2,2.792885
76686,31143,7,5,4.8320966
76687,512,76,4,3.4639134
76688,19963,28,5,3.9353867
76689,4515,142,5,4.5560045
76690,9659,251,5,4.4817166
76691,13224,62,3,3.098011
76692,15655,319,5,4.493944
76693,43706,1,5,4.5966988
76694,32337,201,5,4.508553
76695,17291,19,5,4.9563923
76696,5875,117,1,2.2560463
76697,20057,74,5,4.3733435
76698,22815,10,4,4.508547
76699,33320,47,2,3.4860306
76700,9288,310,5,3.7870834
76701,6150,47,3,3.2974913
76702,38602,31,5,4.9996305
76703,14197,3,4,4.1413608
76704,4515,290,5,4.8560996
76705,2907,58,5,4.9996953
76706,37456,58,4,4.2078667
76707,2335,219,5,4.834856
76708,11260,168,5,3.8559864
76709,1974,205,4,3.8306894
76710,32098,123,5,4.59782
76711,29172,31,4,4.0514936
76712,43424,16,5,4.7451463
76713,2343,289,4,3.3163643
76714,29406,9,5,4.7320867
76715,18571,71,3,2.838111
76716,14641,47,5,4.6066422
76717,16238,78,5,4.1541367
76718,22022,148,5,3.5607162
76719,8285,59,3,3.6342537
76720,43448,251,5,3.440777
76721,38100,177,3,3.2129261
76722,43263,79,5,4.809231
76723,6158,32,5,4.989771
76724,32056,22,4,4.7806726
76725,8065,100,5,4.3816953
76726,7440,124,5,4.76299
76727,12031,605,4,3.1317964
76728,13829,89,4,4.029482
76729,17347,324,5,4.920511
76730,23245,49,2,2.915433
76731,11408,31,4,4.0286446
76732,15557,75,5,4.623255
76733,21313,75,5,4.4398246
76734,7950,100,5,4.7605667
76735,3934,186,5,4.9666023
76736,24529,16,4,4.355708
76737,23678,11,3,3.0042162
76738,36153,41,4,4.6839166
76739,6945,113,5,4.8353524
76740,1025,90,3,3.193273
76741,27824,76,5,4.1902514
76742,20336,568,1,2.647443
76743,26442,26,4,4.6826916
76744,7349,17,5,4.814668
76745,28413,135,5,4.5957484
76746,35292,68,5,4.769598
76747,16226,52,3,4.554967
76748,36174,30,4,4.061715
76749,4393,813,5,4.415289
76750,12979,280,5,4.4805946
76751,5756,286,5,4.983633
76752,1971,868,3,3.129914
76753,5970,51,5,4.999345
76754,31772,887,4,3.848004
76755,309,340,3,2.8040936
76756,19595,88,5,4.548845
76757,36313,34,4,4.2746205
76758,7445,6,4,4.2355547
76759,29620,318,5,4.6585727
76760,12329,6,3,2.7505689
76761,41798,95,5,3.8707962
76762,24966,48,5,4.9693174
76763,10439,62,3,3.7847638
76764,28745,123,5,4.7682323
76765,1436,203,5,3.6032403
76766,17679,26,3,3.91235
76767,36309,796,4,4.202224
76768,1561,2,5,4.9677844
76769,12502,90,4,4.021205
76770,40111,120,3,3.1023898
76771,42528,15,5,4.811807
76772,20489,333,3,3.6117082
76773,1965,45,1,3.1761456
76774,3909,30,4,4.164267
76775,1707,6,5,4.711726
76776,10678,123,1,1.7581389
76777,42720,715,5,3.999477
76778,2834,48,4,4.9225645
76779,2386,51,4,4.0666456
76780,14876,41,5,4.676079
76781,32747,43,5,4.1503563
76782,27375,6,5,4.5281873
76783,18516,75,3,2.8711414
76784,29813,28,5,4.603874
76785,17678,123,5,4.890837
76786,36344,63,5,4.4759603
76787,22342,19,5,4.774493
76788,31855,11,5,4.8288555
76789,31921,124,5,4.745743
76790,8208,94,5,4.727947
76791,20049,43,5,4.7396545
76792,18175,762,5,4.509831
76793,12622,15,4,4.020441
76794,16756,17,5,4.8000317
76795,28235,100,5,4.8057885
76796,6439,824,4,4.0639424
76797,14078,252,5,4.2725773
76798,37751,138,5,4.861074
76799,3567,105,5,4.7769003
76800,8541,184,4,4.929509
76801,2783,132,3,4.745427
76802,33760,121,5,4.544859
76803,22246,111,4,3.7708383
76804,2484,47,5,4.967029
76805,19839,17,5,4.7754254
76806,3593,51,5,4.657783
76807,1006,822,4,4.7090006
76808,411,2,2,4.9835024
76809,11725,17,5,4.808721
76810,21810,110,4,4.165803
76811,11761,115,5,4.6817007
76812,194,388,5,3.7676463
76813,1436,229,5,3.4000773
76814,5372,126,3,3.164875
76815,5353,321,2,4.8959594
76816,5845,66,2,2.5777931
76817,32373,113,5,3.9247255
76818,12558,147,5,4.092437
76819,37015,273,4,4.9267106
76820,28125,21,5,4.792476
76821,1412,118,5,4.2083163
76822,38541,760,2,4.5658097
76823,2350,157,5,4.521603
76824,35267,77,4,4.067249
76825,553,96,5,4.9044094
76826,12104,62,3,3.4304605
76827,2949,129,5,4.9655967
76828,5655,853,1,2.3020644
76829,8997,56,2,2.3858562
76830,15662,66,5,4.8871155
76831,8729,123,4,3.7663307
76832,34874,69,5,4.7973576
76833,41862,6,5,4.6354876
76834,41444,17,2,2.7205787
76835,1187,83,5,4.6178823
76836,23930,294,5,4.0837812
76837,5527,26,3,3.9466236
76838,4122,890,5,4.802177
76839,29702,447,4,2.8329775
76840,41976,127,4,4.5996943
76841,32186,58,5,4.879593
76842,541,98,4,4.2788467
76843,26993,120,5,4.795044
76844,32316,34,1,1.7577171
76845,36067,113,5,4.9425907
76846,42326,16,5,4.8828998
76847,18199,871,5,4.210419
76848,35695,120,5,4.832125
76849,29818,45,4,3.6433892
76850,7674,221,5,3.3792672
76851,18925,79,5,4.8153024
76852,3518,94,5,4.937418
76853,7579,156,5,4.7720013
76854,24741,990,4,4.072272
76855,22781,66,5,4.610224
76856,8197,18,4,4.2053485
76857,31267,151,5,4.9967246
76858,3084,151,3,4.8933015
76859,28674,649,4,4.538562
76860,17347,234,4,4.463597
76861,1966,981,5,4.9054804
76862,38677,227,5,4.739091
76863,18367,268,5,4.510913
76864,27777,62,5,4.4613204
76865,33508,170,5,3.190404
76866,20941,43,4,4.3941693
76867,5353,116,5,4.989707
76868,38854,104,5,4.3613353
76869,1414,15,4,4.293578
76870,257,658,5,3.9849668
76871,4774,19,4,4.996737
76872,15072,15,5,4.7925797
76873,41159,935,2,4.897649
76874,928,2,5,4.1814995
76875,1039,83,5,4.8544683
76876,42293,31,3,3.0447767
76877,1470,432,3,3.0559115
76878,38553,246,4,4.1889563
76879,4790,299,3,4.2663136
76880,2895,419,4,3.180923
76881,25533,301,4,4.2811613
76882,40612,194,5,4.408739
76883,27339,181,4,3.9111166
76884,6624,266,4,3.2127917
76885,27680,75,4,4.060382
76886,36238,15,4,4.0477767
76887,18680,766,4,4.0000944
76888,27371,326,5,4.4285207
76889,39758,258,4,3.7254486
76890,31141,17,5,4.815732
76891,1078,152,5,4.225639
76892,30605,42,3,4.119982
76893,5968,21,5,4.5046453
76894,9686,2,2,4.458601
76895,4313,20,5,4.7670374
76896,8902,135,5,4.539512
76897,498,95,4,4.9569535
76898,576,289,3,3.117238
76899,40089,69,5,4.763792
76900,4927,887,3,3.079463
76901,4614,65,5,4.8646502
76902,616,84,4,4.9570103
76903,39664,36,5,4.6310897
76904,27923,4,3,3.0071368
76905,34994,985,1,2.5065236
76906,14187,48,5,4.8723226
76907,708,131,1,2.1610944
76908,1514,453,4,3.5067353
76909,35708,54,5,4.3709984
76910,4998,148,4,4.668667
76911,24248,123,5,4.653548
76912,11178,59,5,4.856819
76913,3250,15,5,4.5997267
76914,16469,15,5,4.838867
76915,30599,66,4,4.04827
76916,10316,110,3,2.990247
76917,5904,10,5,4.8408437
76918,498,189,3,4.06921
76919,25465,70,5,4.637055
76920,31520,169,5,3.3116693
76921,9936,50,4,4.065968
76922,597,37,5,4.9815574
76923,1605,69,5,4.149238
76924,38216,59,5,4.7606874
76925,348,459,2,2.8438318
76926,5966,34,3,2.6713123
76927,2212,826,4,3.9733815
76928,32504,56,1,2.552427
76929,23677,45,2,2.2168808
76930,2097,15,3,3.0449579
76931,36153,253,5,4.218516
76932,6839,859,4,4.605119
76933,13522,817,4,3.9371023
76934,17698,26,4,4.99867
76935,27829,65,5,3.913609
76936,39145,3,2,2.320789
76937,33320,35,5,3.9821482
76938,6217,18,5,4.9658947
76939,1978,26,5,4.823225
76940,33887,81,5,4.1897974
76941,5748,625,5,4.729695
76942,40809,41,4,4.395052
76943,12200,4,3,4.99
76944,2907,41,5,4.999675
76945,21858,111,1,3.720251
76946,15214,46,5,4.5560765
76947,2625,795,5,4.453107
76948,40697,131,5,4.6142836
76949,26577,408,5,4.130739
76950,4936,7,5,4.8544602
76951,27267,51,5,4.758026
76952,1187,395,3,2.9421093
76953,4446,15,5,4.777297
76954,4573,5,5,4.705097
76955,7704,129,5,4.2873006
76956,4255,23,4,4.800001
76957,3320,22,5,4.351737
76958,1382,134,5,4.8212075
76959,22324,876,5,3.6109004
76960,33908,2,5,3.8461752
76961,37859,55,3,3.080576
76962,10264,133,2,3.496511
76963,9081,113,2,3.6027503
76964,27585,16,5,4.736262
76965,5039,117,2,2.4973817
76966,37849,231,5,3.585958
76967,36161,69,5,4.7871227
76968,17949,39,5,3.7877893
76969,4689,176,2,4.0656905
76970,17276,42,5,4.310942
76971,19240,18,5,4.98038
76972,24303,241,4,3.9561486
76973,22835,93,3,3.3043385
76974,6710,711,4,3.29461
76975,24066,35,5,4.8713264
76976,26561,65,5,4.8364635
76977,37471,88,4,4.0155616
76978,35360,759,4,4.2635436
76979,4482,147,5,4.99623
76980,38313,51,4,4.952838
76981,11935,90,5,4.549692
76982,812,150,5,4.1882625
76983,31936,40,4,4.807529
76984,42124,141,5,4.3455234
76985,40956,26,5,4.768523
76986,3308,16,5,4.9254937
76987,35013,276,2,2.5608802
76988,8753,219,4,4.2596335
76989,10959,78,4,4.321869
76990,27813,54,5,4.7396035
76991,16179,56,5,4.4185963
76992,2747,69,5,4.729659
76993,14212,45,3,3.2122505
76994,14426,51,3,4.204188
76995,15584,239,4,3.5978138
76996,6024,103,5,4.1957154
76997,31694,142,5,4.314062
76998,15261,1,5,4.045723
76999,29063,53,5,4.3371525
77000,20158,156,5,4.783596
77001,15044,64,4,4.600037
77002,6460,154,3,3.62278
77003,16712,16,4,4.980114
77004,32200,59,5,4.809554
77005,3160,372,5,4.263588
77006,16277,640,5,3.0134783
77007,9693,2,4,4.119675
77008,11695,17,5,4.903959
77009,41196,170,5,4.093146
77010,7891,350,5,4.1277065
77011,6503,5,4,4.8681054
77012,1061,846,5,3.5219498
77013,20639,6,4,4.8857946
77014,3558,16,5,4.19018
77015,35953,74,2,3.2125106
77016,21480,39,4,4.0396843
77017,25426,63,5,4.980837
77018,1317,37,4,4.049508
77019,5896,932,5,4.138445
77020,1109,321,4,3.9836206
77021,25654,94,5,4.715587
77022,4494,39,2,4.340138
77023,39187,94,3,3.037012
77024,13804,3,3,3.1918504
77025,4023,15,5,4.9708767
77026,1880,941,4,4.1826406
77027,41836,62,5,4.2452745
77028,30539,21,5,4.9911737
77029,6802,32,5,4.639178
77030,11483,117,5,4.705261
77031,18743,120,5,4.7854905
77032,15104,940,5,4.688724
77033,14641,60,4,4.4423113
77034,17492,28,5,4.1750574
77035,2783,94,5,4.971863
77036,5351,20,5,4.865294
77037,31267,175,5,4.9725785
77038,9115,99,5,4.747465
77039,4906,171,5,4.9814043
77040,26861,132,4,3.9443312
77041,24266,51,5,4.7992625
77042,1479,22,5,3.9043179
77043,14186,643,5,3.285254
77044,19777,43,5,4.7008677
77045,14255,16,4,4.0303893
77046,4318,191,4,4.473096
77047,6330,30,3,4.0573854
77048,37352,1,5,4.379365
77049,3380,104,3,3.0926461
77050,30542,15,3,3.9622478
77051,41981,62,4,4.085471
77052,1254,3,2,3.4859517
77053,3178,904,3,3.3956537
77054,27301,89,1,3.1679664
77055,17451,12,3,3.44331
77056,2151,16,5,4.7547135
77057,44304,854,5,4.258193
77058,7013,85,5,4.664862
77059,31180,135,2,4.5967903
77060,26932,88,5,4.2800074
77061,3120,117,5,4.3459516
77062,286,150,5,4.179525
77063,40307,10,5,4.7929997
77064,35701,47,2,4.29307
77065,1136,980,2,3.3852406
77066,32703,92,4,4.015423
77067,2551,193,5,4.695217
77068,31911,105,5,4.4512405
77069,1544,132,5,4.1869354
77070,32580,550,4,3.930248
77071,37123,47,5,4.4030466
77072,17698,90,5,4.966018
77073,16232,77,4,4.301484
77074,28727,656,4,2.7508116
77075,13355,321,4,4.058141
77076,3407,293,5,4.6952047
77077,35835,110,4,3.9674025
77078,4331,30,3,3.6098504
77079,30900,149,3,4.1455736
77080,44643,139,4,4.177004
77081,8989,157,5,4.2357054
77082,41009,88,3,3.0260859
77083,23822,6,5,4.6533365
77084,11802,995,5,4.5501704
77085,3006,649,4,3.4251847
77086,37429,27,4,3.5567868
77087,24001,198,5,4.5627217
77088,3970,180,5,4.757806
77089,9815,66,5,4.5524073
77090,5529,105,3,4.237601
77091,37723,54,4,4.071371
77092,43640,51,4,3.9934893
77093,21441,2,3,3.0572138
77094,41417,2,4,4.118911
77095,43555,101,4,3.3181014
77096,15120,103,3,2.9718757
77097,37279,59,5,4.8149247
77098,42953,239,5,4.1316767
77099,34872,96,5,4.757212
77100,23525,149,4,4.7497106
77101,11878,719,4,3.620048
77102,14956,181,5,3.6479473
77103,1577,63,3,3.7219026
77104,29073,713,5,4.1095896
77105,2212,37,5,4.9812655
77106,14297,77,5,4.8925714
77107,21395,123,5,4.7470045
77108,2146,25,4,4.141568
77109,31743,934,5,4.205279
77110,4535,16,5,4.924466
77111,28691,263,5,3.3456187
77112,3012,156,5,4.4653015
77113,29033,37,5,4.8300667
77114,15480,176,5,4.246923
77115,8646,48,5,4.740837
77116,37532,7,5,4.772769
77117,16226,20,5,4.736353
77118,695,3,5,3.986502
77119,5756,71,4,4.9978986
77120,16284,71,3,4.2288046
77121,37118,95,4,4.4912395
77122,34674,268,5,4.4490075
77123,34660,26,5,4.962716
77124,2760,531,2,2.9497118
77125,4324,103,4,4.7527356
77126,25730,3,5,4.429449
77127,5353,163,5,4.990632
77128,13252,855,5,4.2609177
77129,35985,130,3,3.6242487
77130,34548,149,5,4.006275
77131,1024,43,5,4.729156
77132,22306,186,5,4.431553
77133,39032,19,5,4.8776307
77134,36691,481,5,4.3065805
77135,6381,824,5,4.404105
77136,4738,110,4,3.8664079
77137,1224,123,5,4.528933
77138,5706,885,4,3.6608958
77139,17924,941,5,4.591071
77140,43811,167,4,4.057464
77141,23972,74,5,4.155312
77142,5411,53,5,4.679211
77143,16350,153,4,4.063458
77144,43397,124,4,4.072832
77145,39030,118,1,3.6137426
77146,14224,4,5,3.9051905
77147,26047,244,4,4.487647
77148,42661,11,5,4.6944046
77149,37201,74,5,4.4044094
77150,44618,76,5,3.9711342
77151,36779,22,5,3.787127
77152,10721,17,3,3.017456
77153,27958,132,2,3.4879289
77154,40195,92,5,4.7470145
77155,8523,270,5,4.325648
77156,41758,137,4,4.430593
77157,32056,923,5,4.847238
77158,31916,7,4,4.0298624
77159,29858,17,4,4.068107
77160,33551,36,2,2.9404702
77161,25260,11,5,4.764266
77162,27395,762,5,4.32732
77163,18349,28,1,2.1204095
77164,5748,52,3,4.9924664
77165,38263,4,4,3.992854
77166,6948,8,2,3.0238535
77167,26906,227,5,4.7879176
77168,9635,7,5,4.79442
77169,28132,199,5,4.5648355
77170,38941,47,4,4.051094
77171,3785,127,2,4.335366
77172,30800,212,5,4.246668
77173,36434,81,5,4.692775
77174,34938,69,5,4.4138513
77175,10959,122,5,4.3517833
77176,718,145,5,4.247939
77177,4494,151,5,4.2055154
77178,19684,100,5,4.572708
77179,3009,3,2,2.9412737
77180,42300,142,5,4.224431
77181,38602,543,4,4.3760376
77182,17888,298,4,4.1529875
77183,8813,71,5,4.47504
77184,3778,20,5,4.860683
77185,31198,148,2,3.44653
77186,32152,10,5,4.6331778
77187,9022,118,5,4.9874554
77188,6672,123,5,4.6018
77189,12831,130,3,4.210632
77190,30088,51,5,4.675563
77191,41588,785,5,4.392926
77192,623,16,4,4.9785566
77193,36949,298,4,4.3009
77194,34938,115,2,3.5676365
77195,21885,289,3,2.8420355
77196,171,928,4,3.8926222
77197,3407,990,5,4.3584113
77198,33587,6,4,4.0131106
77199,3466,6,5,3.50965
77200,31726,159,5,4.687378
77201,18199,103,5,4.9943595
77202,3844,26,5,4.867335
77203,5353,129,5,4.9783816
77204,29755,104,5,3.35212
77205,4773,352,4,4.21172
77206,11008,79,5,4.9251213
77207,5894,147,5,4.978562
77208,42229,100,4,4.035061
77209,14265,41,5,4.7145762
77210,27723,143,5,4.8057094
77211,4985,3,4,3.4797916
77212,22568,37,5,4.7338696
77213,27694,131,4,4.724484
77214,15655,23,5,4.961207
77215,27353,1,4,4.172692
77216,44690,113,3,3.159231
77217,4482,64,5,4.9986877
77218,6659,48,5,4.7887273
77219,41906,64,2,3.8061857
77220,41940,22,5,4.2490993
77221,20273,3,5,4.3460383
77222,12126,79,5,4.8543615
77223,11829,3,5,4.330011
77224,5454,89,5,4.2366924
77225,18934,45,3,3.1503525
77226,965,95,3,4.463215
77227,3518,228,3,4.602806
